"playerID","yearID","Batting_Games","Batting_At_Bats","Batting_Doubles","Batting_Triples","Batting_Homeruns","Batting_Runs_Batted_In","Batting_Stolen_Bases","Batting_Caught_Steading","Batting_Base_on_Balls","Batting_Strikeouts","Batting_Intentional_walks","Batting_Hit_by_pitch","Batting_Sacrifice_hits","Batting_Sacrifice_flies","Batting_Grounded_into_double_plays","Pitching_Wins","Pitching_Losses","Pitching_Games","Pitching_Games_Started","Pitching_Complete_Games","Pitching_Shutouts","Pitching_Saves","Pitching_Outs_Pitched","Pitching_Hits","inducted"
"aaronha01",1982,3298,12364,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"abbotji01",2005,263,21,0,0,0,3,0,0,0,10,0,0,3,0,1,87,108,263,254,31,6,0,5022,1779,"N"
"adamsba01",1937,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1938,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1939,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1942,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1945,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1946,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1947,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1948,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1949,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1950,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1951,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1952,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1953,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1954,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsba01",1955,482,1019,31,15,3,75,1,1,53,177,0,1,35,0,0,194,140,482,355,206,44,15,8986,2841,"N"
"adamsbo03",1966,1281,4019,188,49,37,303,67,30,414,447,1,17,78,5,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"adamssp01",1958,1424,5557,249,48,9,394,154,50,453,223,0,28,136,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"adamssp01",1960,1424,5557,249,48,9,394,154,50,453,223,0,28,136,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ageeto01",1979,1129,3912,170,27,130,433,167,81,342,918,26,34,21,15,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aguilri01",2006,737,139,3,0,3,11,0,0,6,37,0,0,16,0,1,86,81,732,89,10,0,318,3874,1233,"N"
"akerja01",1980,496,92,2,0,0,4,0,0,1,51,0,1,10,0,1,47,45,495,0,0,0,123,2238,679,"N"
"alexado01",1995,562,265,8,0,0,17,0,0,9,77,0,1,23,2,7,194,174,561,464,98,18,3,10103,3376,"N"
"alexape01",1936,703,1810,60,13,11,163,3,5,77,276,0,2,88,0,0,373,208,696,599,437,90,32,15570,4868,"N"
"alexape01",1937,703,1810,60,13,11,163,3,5,77,276,0,2,88,0,0,373,208,696,599,437,90,32,15570,4868,"N"
"alexape01",1938,703,1810,60,13,11,163,3,5,77,276,0,2,88,0,0,373,208,696,599,437,90,32,15570,4868,"Y"
"allenbe01",1979,1139,3404,140,21,73,351,13,16,370,424,52,8,24,17,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1983,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1985,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1986,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1987,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1988,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1989,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1990,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1991,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1992,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1993,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1994,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1995,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1996,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allendi01",1997,1749,6332,320,79,351,1119,133,52,894,1556,138,16,19,53,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allenjo02",1955,365,716,12,3,4,64,1,0,33,155,0,0,36,0,8,142,75,352,241,109,17,18,5851,1849,"N"
"alleyge01",1979,1195,3927,140,44,55,342,63,30,300,622,62,27,56,22,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"allisdo01",1936,318,1407,43,10,2,140,5,2,22,40,0,0,0,0,0,0,0,1,0,0,0,0,15,11,"N"
"alomaro01",2010,2379,9073,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"alomaro01",2011,2379,9073,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"alomasa02",2013,1377,4530,249,10,112,588,25,24,212,499,15,41,48,34,132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aloufe01",1980,2082,7339,359,49,206,852,107,67,423,706,67,57,33,56,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"alouje01",1985,1380,4345,170,26,32,377,31,46,138,267,32,30,44,20,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"alouma01",1980,1667,5789,236,50,31,427,156,80,311,377,38,36,55,29,101,0,0,1,0,0,0,0,6,3,"N"
"aloumo01",2014,1942,7037,421,39,332,1287,106,37,737,894,91,48,9,82,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"alstowa01",1983,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"altroni01",1937,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1938,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1939,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1953,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1954,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1956,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1958,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"altroni01",1960,230,550,9,1,2,27,5,1,29,0,0,11,15,0,0,83,75,218,161,128,16,7,4542,1455,"N"
"anderbr01",2008,1834,6499,338,67,210,761,315,100,960,1190,59,154,74,50,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"anderga01",2016,2228,8640,522,36,287,1365,80,47,429,1224,104,8,13,87,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"andersp01",2000,152,477,9,3,0,34,6,9,42,53,1,1,5,2,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"ansonca01",1936,2523,10277,581,142,97,2076,276,16,983,302,0,32,27,0,0,0,1,3,0,0,0,1,12,4,"N"
"ansonca01",1939,2523,10277,581,142,97,2076,276,16,983,302,0,32,27,0,0,0,1,3,0,0,0,1,12,4,"Y"
"aparilu01",1979,2601,10230,394,92,83,791,506,136,736,742,22,27,161,76,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aparilu01",1980,2601,10230,394,92,83,791,506,136,736,742,22,27,161,76,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aparilu01",1981,2601,10230,394,92,83,791,506,136,736,742,22,27,161,76,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aparilu01",1982,2601,10230,394,92,83,791,506,136,736,742,22,27,161,76,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aparilu01",1983,2601,10230,394,92,83,791,506,136,736,742,22,27,161,76,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"aparilu01",1984,2601,10230,394,92,83,791,506,136,736,742,22,27,161,76,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"appieke01",2010,414,83,0,0,0,4,0,0,1,39,0,1,5,0,0,169,137,414,402,34,12,0,7786,2425,"N"
"applilu01",1953,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1955,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1956,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1958,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1960,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1962,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1964,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"applilu01",1964,2422,8856,440,102,45,1116,179,108,1302,528,0,11,74,0,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"archeji01",1937,847,2646,106,34,16,296,36,6,124,241,0,19,93,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"archeji01",1938,847,2646,106,34,16,296,36,6,124,241,0,19,93,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"archeji01",1939,847,2646,106,34,16,296,36,6,124,241,0,19,93,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1968,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1969,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1970,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1971,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1972,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1973,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1974,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1975,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1976,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1977,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1978,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1979,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1980,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1981,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1982,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ashburi01",1995,2189,8365,317,109,29,586,234,92,1198,571,25,43,112,18,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"aurilri01",2015,1652,5721,301,22,186,756,23,18,450,861,22,24,36,47,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"ausmubr01",2016,1971,6279,270,34,80,607,102,53,634,1034,69,69,82,37,201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"austiji01",1958,1580,5388,174,76,13,390,244,43,592,363,0,44,278,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1949,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1952,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1955,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1956,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1958,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1960,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1962,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"averiea01",1975,1668,6353,401,128,238,1164,70,57,774,518,0,33,55,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"baergca01",2011,1630,5439,279,17,134,774,59,24,291,580,41,73,26,66,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2011,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2012,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2013,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2014,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2015,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2016,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bagweje01",2017,2150,7797,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"bahnsst01",1988,575,479,8,2,1,19,0,0,19,225,0,1,43,1,4,146,149,574,327,73,16,20,7587,2440,"N"
"bailebo01",1984,1931,6082,234,43,189,773,85,83,852,1126,67,17,40,52,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bailobo01",1991,955,2937,107,23,9,222,90,36,187,164,10,20,42,20,51,0,0,3,0,0,0,0,7,4,"N"
"baineha01",2007,2830,9908,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"baineha01",2008,2830,9908,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"baineha01",2009,2830,9908,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"baineha01",2010,2830,9908,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"baineha01",2011,2830,9908,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerdu01",1992,2039,7117,320,23,242,1013,137,73,762,926,52,30,27,85,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1936,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1937,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1938,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1939,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1942,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1945,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1946,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1946,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1947,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1948,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1950,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1951,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bakerfr01",1955,1575,5984,315,103,96,987,235,28,473,182,0,50,153,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"bancrda01",1937,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1938,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1939,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1946,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1948,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1949,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1950,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1951,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1952,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1953,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1954,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1955,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1956,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1958,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1960,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bancrda01",1971,1913,7182,320,77,32,591,145,75,827,487,0,23,212,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"bandosa01",1987,2019,7060,289,38,242,1039,75,46,1031,923,69,75,65,57,149,0,0,1,0,0,0,0,9,3,"N"
"bankser01",1977,2528,9421,407,90,512,1636,50,53,763,1236,198,70,45,96,229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"barbest01",1980,466,563,5,2,5,27,0,1,38,320,0,2,45,1,2,121,106,466,272,59,21,13,5997,1818,"N"
"barlial99",1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"barnero01",1936,499,2392,144,44,6,350,73,25,114,65,0,0,0,0,0,0,0,1,0,0,0,0,4,7,"N"
"barrji01",1989,481,513,15,2,1,31,2,0,15,129,0,4,68,1,4,101,112,454,252,64,20,12,6196,2170,"N"
"barroed99",1953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y"
"barryja01",1938,1223,4146,142,38,10,429,153,18,396,142,0,76,284,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"barryja01",1939,1223,4146,142,38,10,429,153,18,396,142,0,76,284,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bartedi01",1948,2016,7629,442,71,79,710,109,3,748,627,0,97,269,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bartedi01",1951,2016,7629,442,71,79,710,109,3,748,627,0,97,269,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bartedi01",1958,2016,7629,442,71,79,710,109,3,748,627,0,97,269,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bartedi01",1960,2016,7629,442,71,79,710,109,3,748,627,0,97,269,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bartobo01",1980,393,1049,31,3,9,66,3,6,87,168,18,5,6,6,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"battijo01",1936,480,1953,51,25,3,143,26,5,40,36,0,1,0,0,0,0,0,3,0,0,0,0,23,12,"N"
"bauerha01",1967,1544,5145,229,57,164,703,50,33,521,638,11,34,51,25,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"bauerha01",1967,1544,5145,229,57,164,703,50,33,521,638,11,34,51,25,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
