"playerID","yearID","Batting_Games","Batting_At_Bats","Batting_Doubles","Batting_Triples","Batting_Homeruns","Batting_Runs_Batted_In","Batting_Stolen_Bases","Batting_Caught_Steading","Batting_Base_on_Balls","Batting_Strikeouts","Batting_Intentional_walks","Batting_Hit_by_pitch","Batting_Sacrifice_hits","Batting_Sacrifice_flies","Batting_Grounded_into_double_plays","Pitching_Wins","Pitching_Losses","Pitching_Games","Pitching_Games_Started","Pitching_Complete_Games","Pitching_Shutouts","Pitching_Saves","Pitching_Outs_Pitched","Pitching_Hits","inducted"
"muellbi02",2012,1216,4223,265,22,85,493,20,18,543,571,17,35,37,48,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"mulcahu01",1948,223,388,9,0,0,21,0,0,14,51,0,0,24,0,13,45,89,220,143,63,5,9,3485,1271,"N"
"mulhote01",2012,687,619,13,1,2,23,1,1,13,281,0,1,53,1,7,124,142,685,332,46,10,5,7727,2833,"N"
"mungova01",1945,410,787,24,4,0,74,1,0,29,164,0,1,21,0,11,120,115,364,259,123,20,16,6339,1957,"N"
"mungova01",1948,410,787,24,4,0,74,1,0,29,164,0,1,21,0,11,120,115,364,259,123,20,16,6339,1957,"N"
"mungova01",1958,410,787,24,4,0,74,1,0,29,164,0,1,21,0,11,120,115,364,259,123,20,16,6339,1957,"N"
"mungova01",1960,410,787,24,4,0,74,1,0,29,164,0,1,21,0,11,120,115,364,259,123,20,16,6339,1957,"N"
"munsoth01",1981,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1982,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1983,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1984,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1985,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1986,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1987,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1988,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1989,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1990,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1991,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1992,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1993,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1994,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"munsoth01",1995,1423,5344,229,32,113,701,48,50,438,571,59,42,21,58,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"murcebo01",1989,1908,6730,285,45,252,1043,127,75,862,841,96,27,18,81,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"murphda02",1937,1496,5399,289,102,44,702,193,0,335,24,0,47,197,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
"murphda02",1945,1496,5399,289,102,44,702,193,0,335,24,0,47,197,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"N"
